cycle_id,ABW,total_feed,pond_area,density
11632.0,8.9,1586.1,1200.0,148.51123595505618
11637.0,7.256666666666667,97.9,600.0,22.485071198897568
11638.0,6.0200000000000005,725.0,1000.0,120.43189368770763
11639.0,8.481428571428571,725.0,900.0,94.9787584451556
11642.0,,158.0,700.0,
11675.0,8.48,818.0,2000.0,48.2311320754717
11680.0,5.866666666666667,504.1,612.0,140.40218360071302
11683.0,,150.0,2715.0,
11741.0,7.734285714285714,625.0,1000.0,80.80901366826745
11773.0,4.4,331.0,700.0,107.46753246753246
11774.0,13.92875,1498.0,500.0,215.09467827335547
11775.0,13.38,296.0,86.0,257.2391976917996
11777.0,5.2,437.5,800.0,105.16826923076924
11789.0,21.3525,1524.0,735.0,97.10663331015581
11797.0,6.234,296.0,1500.0,31.654368516736177
11808.0,12.89,2562.0,2200.0,90.34487622540377
11847.0,,100.0,2368.0,
11848.0,,75.0,2230.0,
11851.0,,39.0,2567.0,
11852.0,,272.0,2055.0,
11853.0,,51.0,2022.0,
11854.0,,169.0,1323.0,
11889.0,,290.0,2715.0,
11922.0,11.682857142857143,4205.3,1293.0,278.3872828029552
11923.0,13.304444444444444,10753.73,2793.0,289.39528304882566
11926.0,11.1075,8228.17,2593.0,285.683012810247
11927.0,12.261111111111111,10476.73,2896.0,295.0511869566197
11928.0,8.768888888888888,7037.21,2951.0,271.94854184489594
11929.0,13.74888888888889,23540.0,6253.0,273.8107075986749
11930.0,14.57,12930.0,3314.0,267.7851373242777
11931.0,11.064285714285715,4393.53,1768.0,224.59906990059267
12021.0,15.3925,1180.0,4200.0,18.25255032986071
12025.0,10.57,3201.5,2000.0,151.44276253547778
12046.0,4.5,450.0,1100.0,90.90909090909092
12065.0,17.595454545454547,13070.3,2400.0,309.50938603289416
12067.0,17.96090909090909,13128.6,2400.0,304.5642050918662
12072.0,18.990909090909092,9259.2,1500.0,325.0397319291527
12131.0,1.5,98.2,800.0,81.83333333333333
12163.0,11.407142857142857,420.4,1000.0,36.854101440200374
12323.0,4.02,200.0,972.0,51.184407182196026
12324.0,2.5149999999999997,225.0,1000.0,89.46322067594434
12325.0,4.125,549.3,900.0,147.95959595959596
12332.0,3.9074999999999998,925.0,1000.0,236.72424824056307
12336.0,5.2725,489.5,1500.0,61.89347241978821
12341.0,4.625,1319.3,490.0,582.1511307225594
12343.0,,414.0,2019.0,
12347.0,7.706,1406.6,300.0,608.4436369928194
12348.0,5.996,1163.25,300.0,646.6811207471648
12349.0,6.212,722.4,300.0,387.6368319381842
12350.0,5.996,1122.5,300.0,624.0271291972425
12351.0,5.3375,3383.65,300.0,2113.1303669008585
12353.0,2.99,1827.66,300.0,2037.5250836120401
12354.0,5.25,1713.66,300.0,1088.0380952380954
12357.0,5.471666666666667,1722.76,300.0,1049.5035028936948
12359.0,6.038333333333334,1912.96,300.0,1056.0088324592878
12361.0,5.665,1589.26,300.0,935.1338629008533
12362.0,4.8759999999999994,1708.31,300.0,1167.8356576428769
12436.0,4.0,89.0,4000.0,5.5625
12439.0,4.3,102.0,1200.0,19.767441860465116
12453.0,8.471428571428572,1782.0,1600.0,131.47133220910627
12481.0,6.12,593.0,600.0,161.49237472766885
12482.0,6.18,1073.0,1200.0,144.6871628910464
12484.0,2.75,1541.3,300.0,1868.2424242424242
12491.0,2.75,1658.3,300.0,2010.0606060606062
12504.0,3.85,1282.8,300.0,1110.6493506493505
12505.0,3.5,1441.5,300.0,1372.857142857143
12506.0,4.2,1388.5,300.0,1101.9841269841268
12558.0,6.0,505.5,4000.0,21.0625
12572.0,8.6,1322.0,2000.0,76.86046511627907
12576.0,2.5,267.5,1500.0,71.33333333333333
12592.0,2.5,34.0,700.0,19.428571428571427
12595.0,2.5,297.0,6000.0,19.8
12596.0,10.0,53.0,10.0,530.0
12597.0,3.8,55.0,1200.0,12.06140350877193
12639.0,5.504,500.0,1000.0,90.84302325581397
12705.0,15.814,2144.35,491.0,276.1674218389593
12716.0,4.55,327.4,700.0,102.7943485086342
12717.0,3.0,312.6,1000.0,104.2
12724.0,,95.0,2715.0,
12725.0,,220.5,2702.0,
12839.0,,40.0,2567.0,
12850.0,7.328,7302.0,2000.0,498.22598253275106
12851.0,7.715999999999999,9497.0,2500.0,492.32763089683783
12852.0,7.029999999999999,5934.0,2500.0,337.6386913229018
12853.0,8.488,1234.0,350.0,415.37632960818644
12854.0,6.886,6667.0,2500.0,387.2785361603253
12855.0,7.516,6536.0,2500.0,347.8445981905268
12856.0,5.066666666666666,3126.0,2000.0,308.4868421052632
12857.0,8.05,973.0,350.0,345.3416149068323
12858.0,7.340000000000001,15585.0,4260.0,498.4265264612195
12859.0,6.373333333333334,12337.0,3680.0,526.0113470984172
12860.0,7.526666666666666,11764.0,3410.0,458.3507580736073
12861.0,5.615,14284.0,4280.0,594.3692212947628
12862.0,7.043333333333334,4681.0,1540.0,431.5585030208788
12863.0,7.080000000000001,13973.0,3640.0,542.1943875333704
12864.0,7.156666666666666,8954.0,2680.0,466.84370416200323
12865.0,7.826666666666667,6892.0,2600.0,338.68431398244
12866.0,5.84,3828.0,1170.0,560.2388479100808
12867.0,7.06,5756.0,1780.0,458.03227551962317
12868.0,4.59,1819.0,1000.0,396.29629629629636
12869.0,4.5,1132.0,1000.0,251.55555555555557
12937.0,6.25,106.6,900.0,18.951111111111107
12978.0,9.95,276.5,1500.0,18.525963149078727
13024.0,16.630000000000003,1374.6,380.0,217.52065069468617
13112.0,7.56,1229.7,1500.0,108.43915343915346
13114.0,9.771428571428572,4334.7,1500.0,295.7397660818713
13117.0,8.184999999999999,619.0,725.0,104.31192467297201
13166.0,5.76,1170.7,853.0,238.2725999739482
13198.0,10.033333333333333,2021.0,3300.0,61.038961038961034
13308.0,6.505,4769.0,3335.0,219.8285945420833
13414.0,20.8,3238.1,1200.0,129.73157051282053
13419.0,15.14,2848.6,600.0,313.58432408630557
13420.0,,2568.8,600.0,
13432.0,,2330.8,100.0,
13443.0,,462.0,1500.0,
13451.0,12.295714285714284,1817.0,1200.0,123.1458890050734
13452.0,12.21142857142857,1467.5,1250.0,96.13944782405243
13582.0,0.06,14.3,86.0,2771.317829457365
13583.0,1.25,76.0,500.0,121.6
13667.0,6.458333333333333,956.7,458.0,323.43710381743904
13710.0,7.333333333333333,1539.5,1250.0,167.94545454545454
13774.0,6.25,6746.0,2500.0,431.744
13777.0,14.157142857142857,7516.5,1700.0,312.3137650620289
13791.0,9.578571428571427,1836.6,1400.0,136.95749440715886
13888.0,11.884,2368.5,1250.0,159.44126556714912
13892.0,7.0,8617.0,4725.0,260.5291005291005
13913.0,10.209999999999999,1770.5,1150.0,150.7899331431248
14045.0,12.47,3789.4,1000.0,303.8813151563753
14046.0,13.352,4125.7,1000.0,308.9949071300179
14047.0,10.113636363636363,2955.8,1000.0,292.2588764044944
14071.0,0.05,18.27,100.0,3654.0
14072.0,0.54,21.95,100.0,406.48148148148147
14094.0,8.371428571428572,1210.0,1064.0,135.8451589725166
14095.0,8.066666666666668,1343.0,1082.0,153.87024335100287
14096.0,16.033333333333335,3677.0,1680.0,136.5087615087615
14097.0,9.171428571428573,2406.0,1811.0,144.8572327985261
14114.0,5.3999999999999995,850.0,600.0,262.34567901234567
14154.0,10.806000000000001,10299.0,5000.0,190.6163242642976
14155.0,11.475555555555555,7316.0,3500.0,182.15115635719818
14220.0,10.432307692307692,7928.3,1089.0,697.8656265433491
14223.0,10.87142857142857,8235.0,1089.0,695.5832364983005
14289.0,11.025,7663.0,3500.0,198.58762552640104
14324.0,16.740000000000002,5182.5,1600.0,193.4923835125448
14325.0,15.447692307692307,5531.996,1600.0,223.81967682501744
14326.0,15.462307692307691,5574.0,1600.0,225.30595492761552
14327.0,16.119285714285713,5327.0,1600.0,206.54606283511322
14328.0,15.595333333333334,5729.77,1600.0,229.62678472192536
14329.0,14.42153846153846,5500.0,1600.0,238.35875826754855
14344.0,4.324285714285714,29.043,7.0,959.4648166501487
14345.0,3.937142857142857,28.678,7.0,1040.5660377358492
14346.0,2.3242857142857143,61.176,20.0,1316.0172095881992
14368.0,17.505714285714284,5255.5,2820.0,106.45966521859415
14437.0,14.219999999999999,1784.5,1574.0,79.72824931150893
14438.0,5.85,527.0,1574.0,57.2334625701843
14439.0,6.875,592.0,1574.0,54.707173385699434
14440.0,5.4,657.5,1574.0,77.35658148618758
14506.0,11.893076923076924,708.0,100.0,595.3043140805898
14522.0,3.073333333333333,1439.0,2648.0,176.82071681816097
14576.0,9.01142857142857,3835.5,1850.0,230.06821025210374
14577.0,5.683999999999999,3620.0,1900.0,335.1975999111079
14578.0,5.1259999999999994,3641.0,2000.0,355.15021459227466
14579.0,5.725,2407.6,1450.0,290.0286101490739
14580.0,8.775714285714285,1015.75,640.0,180.8524438385154
14583.0,8.376,9539.0,2100.0,542.3090917360258
14585.0,4.5375,4094.8,1920.0,470.01836547291094
14586.0,4.495,3014.35,2020.0,331.98052841991654
14587.0,7.260000000000001,5170.8,1370.0,519.876937926042
14604.0,12.141428571428571,7099.0,3220.0,181.58146482706402
14614.0,8.651428571428571,1572.6,490.0,370.9662200415172
14630.0,7.303571428571429,1399.6,1000.0,191.6322738386308
14679.0,9.373333333333333,370.1,2500.0,15.793741109530586
14691.0,9.656666666666666,6279.0,3000.0,216.74145667932345
14692.0,7.13,2352.0,2000.0,164.93688639551192
14693.0,4.8,105.2,75.0,292.22222222222223
14821.0,4.4,2878.5,2150.0,304.2811839323467
14822.0,4.65,2990.0,2250.0,285.7825567502986
14824.0,5.983333333333334,7349.8,1450.0,847.1578138507347
14875.0,9.62857142857143,276.45,7500.0,3.828189910979228
14877.0,10.2525,956.5,1400.0,66.63879889922319
14878.0,7.63,963.0,1250.0,100.96985583224117
14972.0,7.4,979.65,500.0,264.77027027027026
15005.0,10.188333333333334,1679.5,737.0,223.67084317271218
15006.0,9.115,2036.0,1024.0,218.1328853538124
15007.0,,413.5,2322.0,
15008.0,,420.5,2349.0,
15009.0,,337.0,1792.0,
15010.0,,359.0,2279.0,
15011.0,,175.5,2322.0,
15012.0,,118.0,1120.0,
15013.0,,156.0,1998.0,
15014.0,,162.5,1944.0,
15015.0,8.058000000000002,3100.0,1881.0,204.5246392152376
15016.0,8.104999999999999,3572.5,1824.0,241.65422037512042
15017.0,7.3,2909.0,1662.0,239.76723867926083
15060.0,12.633333333333333,542.319,7.0,6132.517904259329
15060.0,12.633333333333333,542.319,7.0,6132.517904259329
15067.0,7.043333333333333,1040.5,1000.0,147.7283483199243
15106.0,4.726666666666667,451.156,256.0,372.84798131170663
15107.0,5.076666666666667,413.978,256.0,318.5360924162836
15108.0,4.8133333333333335,261.946,256.0,212.58169581024933
15213.0,10.0,136.736,7.0,1953.3714285714284
15214.0,9.600000000000001,32.871,6.9,496.2409420289855
15215.0,10.450000000000001,15.930000000000001,7.0,217.77170198222828
15216.0,9.75,15.73,7.0,230.4761904761905
15217.0,5.283333333333333,17.325,7.0,468.45425867507885
15219.0,9.966666666666667,18.73,7.0,268.46631629240323
15221.0,14.4,19.67,7.0,195.1388888888889
15288.0,9.818181818181818,1268.5,314.0,411.46201934418497
15289.0,7.7444444444444445,1260.75,400.0,406.9852941176471
15300.0,9.5,10983.6,3692.0,313.15504362205627
15301.0,13.848888888888888,1777.8,1092.0,117.5561441126268
15303.0,8.63,2507.6,960.0,302.67477790652754
15304.0,8.17,4109.9,1620.0,310.523293591429
15305.0,9.911428571428571,9742.7,3638.0,270.1969109576678
15306.0,7.648333333333333,8760.5,3863.0,296.5086575191596
15307.0,9.18142857142857,4443.9,1713.0,282.5508737901645
15308.0,9.299999999999999,4132.8,1930.0,230.25238174828687
15309.0,9.040000000000001,6967.3,3452.0,223.2673889190824
15310.0,7.331999999999999,7950.7,3435.0,315.68661551008483
15312.0,15.080000000000002,3225.2,1200.0,178.22723253757735
15316.0,8.618333333333334,4330.2,1700.0,295.55325514464147
15399.0,15.716,2347.2,1200.0,124.45914991091878
15402.0,14.187999999999999,2682.2,1200.0,157.5392350343013
15404.0,14.080000000000002,3949.2,1400.0,200.34496753246748
15405.0,9.256666666666668,2568.1,670.0,414.0783299920992
15406.0,5.314,778.0,670.0,218.51600110100608
15413.0,14.192499999999999,10095.8,3344.0,212.72354746298547
15432.0,9.334285714285715,1807.0,1500.0,129.05825936128966
15433.0,9.84,1570.0,1500.0,106.36856368563686
15434.0,9.918888888888889,1924.0,1504.0,128.97163517800408
15435.0,9.77875,4795.0,1500.0,326.8993139886659
15462.0,7.623,1933.04,2000.0,126.78997769906859
15482.0,7.2,901.0,1200.0,104.2824074074074
15483.0,6.666666666666667,1383.0,1300.0,159.57692307692307
15484.0,7.553333333333335,1040.0,1300.0,105.91350397175638
15485.0,8.233333333333334,661.5,1100.0,73.04011777695987
15486.0,9.6,769.0,1200.0,66.75347222222223
15487.0,3.9666666666666663,1134.0,1400.0,204.20168067226894
15488.0,3.45,599.0,800.0,217.02898550724638
15490.0,4.3,347.5,200.0,404.06976744186045
15491.0,6.709999999999999,556.0,1000.0,82.8614008941878
15492.0,5.234999999999999,600.5,1000.0,114.70869149952246
15493.0,5.086,1452.5,1000.0,285.58788832088084
15494.0,4.2375,1265.5,1000.0,298.64306784660766
15495.0,5.508,763.0,1000.0,138.52578068264344
